code,name
01.01.08.03.01.04.05,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОВЯЛЕНЫЕ МЯСНЫЕ
01.01.08.03.01.04.06,ИЗДЕЛИЯ КОЛБАСНЫЕ ПОЛУКОПЧЕНЫЕ МЯСОСОДЕРЖАЩИЕ
01.01.08.03.01.04.07,ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНО-КОПЧЕНЫЕ МЯСОСОДЕРЖАЩИЕ
01.01.08.03.01.04.08,ИЗДЕЛИЯ КОЛБАСНЫЕ ПОЛУКОПЧЕНЫЕ ИЗ МЯСА ПТИЦЫ
01.01.08.03.01.04.09,ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНО-КОПЧЕНЫЕ ИЗ МЯСА ПТИЦЫ
01.01.08.03.01.04.10,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОВЯЛЕНЫЕ ИЗ МЯСА ПТИЦЫ
01.01.08.03.01.04.11,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОКОПЧЕНЫЕ ИЗ МЯСА ПТИЦЫ
01.01.08.03.01.07,ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНЫЕ
01.01.08.03.01.07.01,"ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНЫЕ, В ТОМ ЧИСЛЕ ФАРШИРОВАННЫЕ МЯСНЫЕ"
01.01.08.03.01.07.02,"ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНЫЕ, В ТОМ ЧИСЛЕ ФАРШИРОВАННЫЕ МЯСОСОДЕРЖАЩИЕ"
01.01.08.03.01.07.03,ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНЫЕ ИЗ МЯСА И СУБПРОДУКТОВ ПТИЦЫ
01.01.08.03.01.07.04,ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.08.03.01.08,ИЗДЕЛИЯ КОЛБАСНЫЕ ЖАРЕНЫЕ
01.01.08.03.01.09,ИЗДЕЛИЯ КОЛБАСНЫЕ ИЗ ТЕРМИЧЕСКИ ОБРАБОТАННЫХ ИНГРЕДИЕНТОВ
01.01.08.03.01.10,ИЗДЕЛИЯ КОЛБАСНЫЕ КРОВЯНЫЕ
01.01.08.03.03,ИЗДЕЛИЯ КУЛИНАРНЫЕ МЯСНЫЕ
01.01.08.03.04,ПРОДУКТЫ ИЗ МЯСА ГОТОВЫЕ
01.01.08.03.05,КОНСЕРВЫ ИЗ МЯСА И СУБПРОДУКТОВ
01.01.08.03.05.01,КОНСЕРВЫ МЯСНЫЕ
01.01.08.03.05.02,КОНСЕРВЫ МЯСОСОДЕРЖАЩИЕ
01.01.08.03.05.03,КОНСЕРВЫ ИЗ МЯСА И СУБПРОДУКТОВ ПТИЦ
01.01.08.03.05.04,КОНСЕРВЫ МЯСОРАСТИТЕЛЬНЫЕ С ИСПОЛЬЗОВАНИЕМ МЯСА И СУБПРОДУКТОВ ПТИЦ
01.01.08.03.05.05,КОНСЕРВЫ РАСТИТЕЛЬНО-МЯСНЫЕ С ИСПОЛЬЗОВАНИЕМ МЯСА И СУБПРОДУКТОВ ПТИЦ
01.01.08.03.06,ПРОДУКТЫ ИЗ ШПИКА
01.01.09,ЯЙЦА
01.01.09.01,ЯЙЦА ПТИЦ В СКОРЛУПЕ
01.01.09.01.01,ЯЙЦА КУРИНЫЕ В СКОРЛУПЕ СВЕЖИЕ
01.01.09.01.02,ЯЙЦА ПЕРЕПЕЛИНЫЕ
01.01.09.01.03,ЯЙЦА УТИНЫЕ
01.01.09.01.04,ЯЙЦА ЦЕСАРИНЫЕ
01.01.09.01.05,ЯЙЦА ИНДЮШИНЫЕ
01.01.09.02,"ЯЙЦА ПТИЦ БЕЗ СКОРЛУПЫ КОНСЕРВИРОВАННЫЕ ИЛИ ВАРЕНЫЕ, ЖЕЛТКИ И БЕЛКИ ЯИЧНЫЕ СВЕЖИЕ ИЛИ КОНСЕРВИРОВАННЫЕ"
01.01.10,ПРОДУКЦИЯ МОЛОЧНАЯ
01.01.10.01,МОЛОКО
01.01.10.01.01,МОЛОКО ПИТЬЕВОЕ
01.01.10.01.04,"МОЛОКО СГУЩЕННОЕ, МОЛОКО СГУЩЕННОЕ С САХАРОМ ВАРЕНОЕ"
01.01.10.01.04.01,МОЛОКО СГУЩЕННОЕ
01.01.10.01.04.02,МОЛОКО СГУЩЕННОЕ С САХАРОМ ВАРЕНОЕ
01.01.10.01.05,"МОЛОКО СУХОЕ, СУБЛИМИРОВАННОЕ"
01.01.10.01.08,МОЛОКО ПИТЬЕВОЕ ДЕТСКОЕ
01.01.10.01.09,МОЛОКО ПИТЬЕВОЕ РАСТИТЕЛЬНОЕ
01.01.10.02,СЛИВКИ
01.01.10.02.01,СЛИВКИ ПИТЬЕВЫЕ
01.01.10.02.02,СЛИВКИ ВЗБИТЫЕ
01.01.10.02.03,СЛИВКИ СГУЩЕННЫЕ
01.01.10.02.04,"СЛИВКИ СУХИЕ, СУБЛИМИРОВАННЫЕ"
01.01.10.02.05,СЛИВКИ ПИТЬЕВЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.10.03,ТВОРОГ И ТВОРОЖНЫЕ ИЗДЕЛИЯ
01.01.10.03.01,ТВОРОГ
01.01.10.03.02,ТВОРОГ ДЕТСКИЙ
01.01.10.03.03,МАССА ТВОРОЖНАЯ
01.01.10.03.04,СЫРКИ ТВОРОЖНЫЕ
01.01.10.05,ПРОДУКЦИЯ КИСЛОМОЛОЧНАЯ
01.01.10.05.01,КЕФИР
01.01.10.05.02,ПРОСТОКВАША
01.01.10.05.03,РЯЖЕНКА
01.01.10.05.04,СМЕТАНА
01.01.10.05.06,ЙОГУРТЫ
01.01.10.05.07,ВАРЕНЕЦ
01.01.10.05.08,"АЦИДОФИЛИН, АЦИДОФИЛИН ДЛЯ ДЕТСКОГО ПИТАНИЯ"
01.01.10.05.08.01,АЦИДОФИЛИН
01.01.10.05.08.02,АЦИДОФИЛИН ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.10.05.09,КУМЫС
01.01.10.05.10,АЙРАН
01.01.10.05.11,"ПРОДУКТЫ КЕФИРНЫЕ, ЙОГУРТНЫЕ, МОЛОЧНЫЕ СОСТАВНЫЕ СКВАШЕННЫЕ"
01.01.10.05.12,НАПИТКИ МОЛОЧНЫЕ
01.01.10.05.14,ПРОДУКТЫ СЛИВОЧНЫЕ
01.01.10.05.14.01,НАПИТКИ СЛИВОЧНЫЕ
01.01.10.05.15,ПРОДУКТЫ МОЛОКОСОДЕРЖАЩИЕ
01.01.10.05.15.01,НАПИТКИ МОЛОКОСОДЕРЖАЩИЕ
01.01.10.05.15.03,КОНСЕРВЫ МОЛОКОСОДЕРЖАЩИЕ СГУЩЕННЫЕ
01.01.10.05.15.04,ПРОДУКТЫ МОЛОКОСОДЕРЖАЩИЕ С ЗАМЕНИТЕЛЕМ МОЛОЧНОГО ЖИРА
01.01.10.05.16,НАПИТКИ НА ОСНОВЕ ПАХТЫ
01.01.10.05.17,НАПИТКИ ИЗ СЫВОРОТКИ
01.01.10.05.18,КЕФИР ДЕТСКИЙ
01.01.10.05.19,"ПРОДУКТЫ ДЕСЕРТНЫЕ МОЛОЧНЫЕ, МОЛОЧНЫЕ СОСТАВНЫЕ"
01.01.10.06,СЫРЫ
01.01.10.06.01,СЫРЫ РАССОЛЬНЫЕ
01.01.10.06.04,СЫРЫ ПОЛУТВЕРДЫЕ
01.01.10.06.05,СЫРЫ ТВЕРДЫЕ
01.01.10.06.06,"СЫРЫ МЯГКИЕ, СЫРЫ ТВОРОЖНЫЕ"
01.01.10.06.06.01,СЫРЫ ТВОРОЖНЫЕ
01.01.10.06.06.02,СЫРЫ МЯГКИЕ
01.01.10.06.07,СЫРЫ ПЛАВЛЕНЫЕ
01.01.10.06.08,СЫРЫ СВЕРХТВЕРДЫЕ
01.01.10.06.09,СЫРЫ СЫВОРОТОЧНО-АЛЬБУМИННЫЕ
01.01.10.06.10,СЫРЫ СУХИЕ
01.01.10.06.11,СЫРЫ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.10.07,МОРОЖЕНОЕ
01.01.10.07.01,"МОРОЖЕНОЕ МОЛОЧНОЕ, СЛИВОЧНОЕ, ПЛОМБИР"
01.01.10.07.03,МОРОЖЕНОЕ КИСЛОМОЛОЧНОЕ
01.01.10.07.04,МОРОЖЕНОЕ С ЗАМЕНИТЕЛЕМ МОЛОЧНОГО ЖИРА
01.01.10.07.07,"ДЕСЕРТЫ ИЗ МОРОЖЕНОГО, МОРОЖЕНОЕ ЩЕРБЕТ"
01.01.10.07.08,МОРОЖЕНОЕ ФРУКТОВЫЙ ЛЕД
01.01.11,РЫБА И РЫБНЫЕ ПРОДУКТЫ
01.01.11.02,ИКРА РЫБ
01.01.11.02.01,ИКРА ЗЕРНИСТАЯ ЛОСОСЕВЫХ РЫБ
01.01.11.02.02,ИКРА ПРОЧИХ РЫБ
01.01.11.03,РЫБА СОЛЕНАЯ
01.01.11.03.01,РЫБА МОРСКАЯ СОЛЕНАЯ
01.01.11.03.01.01,СЕЛЬДЬ СОЛЕНАЯ
01.01.11.03.01.02,РЫБА МОРСКАЯ СОЛЕНАЯ И ПРЯНОГО ПОСОЛА
01.01.11.03.02,РЫБА ПРЕСНОВОДНАЯ СОЛЕНАЯ
01.01.11.03.02.01,РЫБА ЛОСОСЕВАЯ СОЛЕНАЯ
01.01.11.03.02.02,РЫБА ПРЕСНОВОДНАЯ СОЛЕНАЯ (КРОМЕ ЛОСОСЕВЫХ)
01.01.11.04,"КОНСЕРВЫ, ПРЕСЕРВЫ РЫБНЫЕ"
01.01.11.04.01,КОНСЕРВЫ РЫБНЫЕ НАТУРАЛЬНЫЕ
01.01.11.04.02,КОНСЕРВЫ РЫБНЫЕ С ДОБАВЛЕНИЕМ МАСЛА
01.01.11.04.03,КОНСЕРВЫ РЫБНЫЕ С ДОБАВЛЕНИЕМ ТОМАТНОГО СОУСА
01.01.11.04.04,КОНСЕРВЫ РЫБОРАСТИТЕЛЬНЫЕ
01.01.11.04.05,КОНСЕРВЫ ПАШТЕТНЫЕ РЫБНЫЕ
01.01.11.04.06,КОНСЕРВЫ РЫБНЫЕ В ЖЕЛЕ
01.01.11.04.07,ПРЕСЕРВЫ РЫБНЫЕ
01.01.11.04.08,ТУШЕНКА РЫБНАЯ
01.01.11.04.09,КОНСЕРВЫ ИЗ ПЕЧЕНИ РЫБ
01.01.11.04.10,ШПРОТЫ В МАСЛЕ
01.01.11.05,"РЫБА ВЯЛЕНАЯ, СУШЕНАЯ, КОПЧЕНАЯ"
01.01.11.05.01,РЫБА ВЯЛЕНАЯ
01.01.11.05.02,РЫБА СУШЕНАЯ
01.01.11.05.03,РЫБА КОПЧЕНАЯ
01.01.11.05.03.01,СЕЛЬДЬ ХОЛОДНОГО КОПЧЕНИЯ
01.01.11.05.03.02,СЕЛЬДЬ ГОРЯЧЕГО КОПЧЕНИЯ
01.01.11.05.03.03,РЫБА ЛОСОСЕВАЯ ХОЛОДНОГО КОПЧЕНИЯ
01.01.11.05.03.04,РЫБА ЛОСОСЕВАЯ ГОРЯЧЕГО КОПЧЕНИЯ
01.01.11.05.03.05,РЫБА ОСЕТРОВАЯ ХОЛОДНОГО КОПЧЕНИЯ
01.01.11.05.03.06,РЫБА ОСЕТРОВАЯ ГОРЯЧЕГО КОПЧЕНИЯ
01.01.11.05.03.07,РЫБА МОРСКАЯ ХОЛОДНОГО КОПЧЕНИЯ (КРОМЕ СЕЛЬДИ)
01.01.11.05.03.08,РЫБА МОРСКАЯ ГОРЯЧЕГО КОПЧЕНИЯ (КРОМЕ СЕЛЬДИ)
01.01.11.05.03.09,РЫБА ПРЕСНОВОДНАЯ ГОРЯЧЕГО КОПЧЕНИЯ (КРОМЕ ЛОСОСЕВЫХ И ОСЕТРОВЫХ)
01.01.11.05.03.10,РЫБА ПРЕСНОВОДНАЯ ХОЛОДНОГО КОПЧЕНИЯ (КРОМЕ ЛОСОСЕВЫХ И ОСЕТРОВЫХ)
01.01.11.06,РЫБА МОРОЖЕНАЯ
01.01.11.06.01,РЫБА ПРЕСНОВОДНАЯ МОРОЖЕНАЯ
01.01.11.06.01.01,РЫБА ЛОСОСЕВАЯ МОРОЖЕНАЯ
01.01.11.06.01.02,РЫБА ПРЕСНОВОДНАЯ МОРОЖЕНАЯ (КРОМЕ ЛОСОСЕВЫХ)
01.01.11.06.02,РЫБА МОРСКАЯ МОРОЖЕНАЯ
01.01.11.06.02.01,СЕЛЬДЬ МОРОЖЕНАЯ
01.01.11.06.02.02,РЫБА ТРЕСКООБРАЗНАЯ МОРОЖЕНАЯ
01.01.11.06.02.03,РЫБА МОРСКАЯ МОРОЖЕНАЯ (КРОМЕ ТРЕСКООБРАЗНЫХ)
01.01.11.07,ФИЛЕ РЫБНОЕ
01.01.11.07.01,ФИЛЕ РЫБЫ ПРЕСНОВОДНОЙ МОРОЖЕНОЕ
01.01.11.07.01.01,ФИЛЕ ЛОСОСЕВЫХ РЫБ МОРОЖЕНОЕ
01.01.11.07.01.02,ФИЛЕ ПРЕСНОВОДНОЙ РЫБЫ МОРОЖЕНОЕ (КРОМЕ ЛОСОСЕВЫХ)
01.01.11.07.02,ФИЛЕ РЫБЫ МОРСКОЙ МОРОЖЕНОЕ
01.01.11.07.02.01,ФИЛЕ СЕЛЬДИ МОРОЖЕНОЕ
01.01.11.07.02.02,ФИЛЕ ТРЕСКОВЫХ РЫБ МОРОЖЕНОЕ
01.01.11.07.02.03,ФИЛЕ РЫБЫ МОРСКОЙ МОРОЖЕНОЕ (КРОМЕ ТРЕСКОВЫХ)
01.01.11.07.03,ФИЛЕ РЫБЫ ПРЕСНОВОДНОЙ ОХЛАЖДЕННОЕ
01.01.11.07.03.01,ФИЛЕ ЛОСОСЕВЫХ РЫБ ОХЛАЖДЕННОЕ
01.01.11.07.03.02,ФИЛЕ РЫБЫ ПРЕСНОВОДНОЙ ОХЛАЖДЕННОЕ (КРОМЕ ЛОСОСЕВЫХ)
01.01.11.07.04,ФИЛЕ РЫБЫ МОРСКОЙ ОХЛАЖДЕННОЕ
01.01.11.07.04.01,ФИЛЕ ТРЕСКООБРАЗНЫХ РЫБ ОХЛАЖДЕННОЕ
01.01.11.07.04.02,ФИЛЕ СЕЛЬДИ ОХЛАЖДЕННОЕ
01.01.11.07.04.03,ФИЛЕ РЫБЫ МОРСКОЙ ОХЛАЖДЕННОЕ (КРОМЕ ТРЕСКООБРАЗНЫХ)
01.01.11.09,РЫБА ОХЛАЖДЕННАЯ
01.01.11.09.01,РЫБА ПРЕСНОВОДНАЯ ОХЛАЖДЕННАЯ
01.01.11.09.01.01,РЫБА ЛОСОСЕВАЯ ОХЛАЖДЕННАЯ
01.01.11.09.01.02,РЫБА ПРЕСНОВОДНАЯ ОХЛАЖДЕННАЯ (КРОМЕ ЛОСОСЕВЫХ)
01.01.11.09.02,РЫБА МОРСКАЯ ОХЛАЖДЕННАЯ
01.01.11.09.02.01,РЫБА ТРЕСКООБРАЗНАЯ ОХЛАЖДЕННАЯ
01.01.11.09.02.02,РЫБА СЕЛЬДЕВАЯ ОХЛАЖДЕННАЯ
01.01.11.09.02.03,РЫБА МОРСКАЯ ОХЛАЖДЕННАЯ (КРОМЕ ТРЕСКООБРАЗНЫХ И СЕЛЬДЕВЫХ)
01.01.12,"МОРЕПРОДУКТЫ (РАКООБРАЗНЫЕ, МОЛЛЮСКИ, МОРСКИЕ ВОДОРОСЛИ)"
01.01.12.01,"КАПУСТА МОРСКАЯ, КОНСЕРВЫ ИЗ МОРСКОЙ КАПУСТЫ"
01.01.12.01.01,КОНСЕРВЫ ИЗ МОРСКОЙ КАПУСТЫ
01.01.12.01.02,"КАПУСТА МОРСКАЯ, КРОМЕ КОНСЕРВОВ"
01.01.12.02,КАЛЬМАРЫ
01.01.12.02.01,КАЛЬМАРЫ МОРОЖЕНЫЕ
01.01.12.02.02,КАЛЬМАРЫ ОХЛАЖДЕННЫЕ
01.01.12.02.03,"КАЛЬМАРЫ СУШЕНЫЕ, КОПЧЕНЫЕ"
01.01.12.03,МОЛЛЮСКИ
01.01.12.05,УСТРИЦЫ
01.01.12.06,МИДИИ И ГРЕБЕШКИ
01.01.12.07,КРАБЫ
01.01.12.07.01,КРАБЫ МОРОЖЕНЫЕ
01.01.12.07.02,КРАБЫ ЖИВЫЕ
01.01.12.08,КРЕВЕТКИ
01.01.12.08.01,КРЕВЕТКИ МОРОЖЕНЫЕ
01.01.12.08.02,КРЕВЕТКИ СУШЕНЫЕ
01.01.12.12,РАКИ
01.01.12.13,КОНСЕРВЫ ИЗ МОРЕПРОДУКТОВ
01.01.12.14,ПРЕСЕРВЫ ИЗ МОРЕПРОДУКТОВ
01.01.13,ДЕТСКОЕ ПИТАНИЕ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.00,"ПРОДУКТЫ ПИЩЕВЫЕ ДЛЯ ДЕТЕЙ С ХРОНИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ, БЕРЕМЕННЫХ И КОРМЯЩИХ ЖЕНЩИН"
01.01.13.00.01,"МОЛОКО ПИТЬЕВОЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ ДЕТЕЙ С ХРОНИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ, БЕРЕМЕННЫХ И КОРМЯЩИХ ЖЕНЩИН"
01.01.13.00.02,"СОКИ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ ДЕТЕЙ С ХРОНИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ, БЕРЕМЕННЫХ И КОРМЯЩИХ ЖЕНЩИН"
01.01.13.01,МОЛОКО СУХОЕ (ЗАМЕНЯЮЩЕЕ МАТЕРИНСКОЕ) И СУХИЕ МОЛОЧНЫЕ СМЕСИ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.02,СМЕСИ НАЧАЛЬНЫЕ МОЛОЧНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.03,СМЕСИ ПОСЛЕДУЮЩИЕ МОЛОЧНЫЕ ДЛЯ ДЕТЕЙ РАННЕГО ВОЗРАСТА ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.04,СМЕСИ ДЛЯ МАЛОВЕСНЫХ И НЕДОНОШЕННЫХ ДЕТЕЙ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.05,СМЕСИ МОЛОЧНО-ЗЕРНОВЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.06,СМЕСИ ДЛЯ ПИТАНИЯ БЕРЕМЕННЫХ И КОРМЯЩИХ ЖЕНЩИН ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.07,СМЕСИ ДЛЯ ДЕТЕЙ С ФУНКЦИОНАЛЬНЫМ НАРУШЕНИЕМ ПИЩЕВАРЕНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.08,СМЕСИ ДЛЯ ДЕТСКОГО ПИТАНИЯ НА ОСНОВЕ АМИНОКИСЛОТ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.09,СМЕСИ ЭНТЕРАЛЬНЫЕ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.10,СМЕСИ НА ОСНОВЕ ГИДРОЛИЗОВАННОГО БЕЛКА ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.11,СМЕСИ НИЗКОЛАКТОЗНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ С 0 МЕСЯЦЕВ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.12,СМЕСИ БЕЗЛАКТОЗНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ С 0 МЕСЯЦЕВ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.13,СМЕСИ НА ОСНОВЕ ИЗОЛЯТА СОЕВОГО БЕЛКА ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.01.14,ОБОГАТИТЕЛЬ ГРУДНОГО МОЛОКА ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.02,КАШИ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.02.01,КАШИ БЕЗМОЛОЧНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.02.02,КАШИ МОЛОЧНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.03,КОНСЕРВЫ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.03.01,КОНСЕРВЫ МЯСНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.03.02,КОНСЕРВЫ МЯСОСОДЕРЖАЩИЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.03.03,КОНСЕРВЫ ОВОЩНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.03.04,КОНСЕРВЫ ФРУКТОВЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.04,МОЛОКО ПИТЬЕВОЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.06,ПРОДУКТЫ КИСЛОМОЛОЧНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.06.01,КЕФИР ДЛЯ ПИТАНИЯ ДЕТЕЙ РАННЕГО ВОЗРАСТА ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.07,ТВОРОГ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.08,СОКИ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.13.08.01,СОКИ ФРУКТОВЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ
01.01.14,ВОДА
01.01.14.01,ВОДА ПИТЬЕВАЯ
01.01.14.02,ВОДА МИНЕРАЛЬНАЯ
01.01.14.03,ВОДА ДИСТИЛЛИРОВАННАЯ
01.01.14.05,ВОДА ПИТЬЕВАЯ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.14.06,ЛЕД
01.01.15,НАПИТКИ
01.01.15.01,СОКИ ИЗ ФРУКТОВ И (ИЛИ) ОВОЩЕЙ
01.01.15.01.13,СОКИ
01.01.15.01.14,СОКИ ДЛЯ ДЕТСКОГО ПИТАНИЯ ФРУКТОВЫЕ
01.01.15.01.15,СОКИ ДЛЯ ДЕТСКОГО ПИТАНИЯ ОВОЩНЫЕ
01.01.15.02,"МОРСЫ, МОРСЫ ДЛЯ ДЕТСКОГО ПИТАНИЯ"
01.01.15.02.01,МОРСЫ
01.01.15.02.02,МОРСЫ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.15.03,КОМПОТЫ
01.01.15.04,"КИСЕЛИ ПИТЬЕВЫЕ, КИСЕЛИ СУХИЕ"
01.01.15.04.01,КИСЕЛИ ПИТЬЕВЫЕ
01.01.15.04.02,КИСЕЛИ СУХИЕ
01.01.15.05,НЕКТАРЫ
01.01.15.05.01,НЕКТАРЫ ИЗ ФРУКТОВ И (ИЛИ) ОВОЩЕЙ
01.01.15.05.02,НЕКТАРЫ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.15.05.02.01,НЕКТАРЫ ФРУКТОВЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.15.05.02.02,НЕКТАРЫ ОВОЩНЫЕ ДЛЯ ДЕТСКОГО ПИТАНИЯ
01.01.15.06,СИРОПЫ
01.01.15.07,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ
01.01.15.07.01,НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ
01.01.15.07.02,КВАСЫ
01.01.15.07.03,КОНЦЕНТРАТЫ НАПИТКОВ БЕЗАЛКОГОЛЬНЫХ
01.01.15.08,НАПИТКИ АЛКОГОЛЬНЫЕ
01.01.15.08.02,НАПИТКИ АЛКОГОЛЬНЫЕ ДИСТИЛЛИРОВАННЫЕ
01.01.15.08.05,"ВИНА СТОЛОВЫЕ, ВИНА С ЗАЩИЩЕННЫМ ГЕОГРАФИЧЕСКИМ УКАЗАНИЕМ, ВИНА С ЗАЩИЩЕННЫМ НАИМЕНОВАНИЕМ МЕСТА ПРОИСХОЖДЕНИЯ"
01.01.15.08.06,ВИНА ИГРИСТЫЕ
01.01.15.08.07,ПИВО
01.01.15.08.08,"СИДРЫ, ПУАРЕ"
01.01.15.08.09,ВИНА ЛИКЕРНЫЕ
01.01.15.08.10,НАПИТКИ МЕДОВЫЕ
